Date,Open,High,Low,Close,Adj Close,Volume
1970-03-19,5.629006,5.669071,5.598958,5.618990,1.174595,391872
1970-03-20,5.618990,5.618990,5.578926,5.598958,1.170407,454272
1970-03-23,5.598958,5.699119,5.588942,5.679087,1.187158,530400
1970-03-24,5.699119,5.799279,5.699119,5.749199,1.201814,586560
1970-03-25,5.799279,6.079728,5.799279,5.919471,1.237408,1078272
1970-03-26,5.919471,6.059696,5.909455,5.939503,1.241595,1096992
1970-03-30,5.929487,5.929487,5.849359,5.889423,1.231126,391872
1970-03-31,5.889423,5.929487,5.859375,5.909455,1.235313,391872
1970-04-01,5.919471,5.999599,5.919471,5.969551,1.247876,658944
1970-04-02,5.969551,5.989583,5.919471,5.969551,1.247876,356928
1970-04-03,5.969551,6.009615,5.949519,5.949519,1.243689,494208
1970-04-06,5.949519,5.999599,5.929487,5.969551,1.247876,242112
1970-04-07,5.989583,6.069712,5.989583,6.029647,1.260439,374400
1970-04-08,6.029647,6.079728,5.999599,6.019631,1.258345,592800
1970-04-09,6.019631,6.119792,6.019631,6.079728,1.270908,672672
1970-04-10,6.079728,6.119792,6.009615,6.119792,1.279283,471744
1970-04-13,6.119792,6.169872,6.069712,6.099760,1.275095,328224
1970-04-14,6.099760,6.099760,5.969551,5.979567,1.249969,595296
1970-04-15,5.979567,6.039663,5.969551,6.009615,1.256252,350688
1970-04-16,6.009615,6.059696,5.969551,6.029647,1.260439,599040
1970-04-17,6.029647,6.069712,5.959535,6.069712,1.268814,390624
1970-04-20,6.069712,6.089744,5.969551,6.059696,1.266720,302016
1970-04-21,6.059696,6.129808,6.029647,6.089744,1.273001,240864
1970-04-22,6.079728,6.079728,5.929487,5.949519,1.243689,398112
1970-04-23,5.919471,5.919471,5.849359,5.869391,1.226939,619008
1970-04-24,5.839343,5.839343,5.769231,5.809295,1.214376,476736
1970-04-27,5.809295,5.809295,5.629006,5.659054,1.182970,697632
1970-04-28,5.659054,5.729167,5.578926,5.578926,1.166219,404352
1970-04-29,5.578926,5.719151,5.578926,5.719151,1.195532,491712
1970-04-30,5.719151,5.769231,5.608974,5.709135,1.193439,555360
1970-05-01,5.709135,5.729167,5.608974,5.719151,1.195532,355680
1970-05-04,5.719151,5.739183,5.468750,5.528846,1.155751,698880
1970-05-05,5.528846,5.568910,5.448718,5.458734,1.141096,313248
1970-05-06,5.478766,5.639022,5.478766,5.548878,1.159939,451776
1970-05-07,5.568910,5.669071,5.568910,5.618990,1.174595,227136
1970-05-08,5.618990,5.618990,5.498798,5.548878,1.159939,328224
1970-05-11,5.558894,5.629006,5.558894,5.558894,1.162032,313248
1970-05-12,5.538862,5.538862,5.448718,5.488782,1.147376,383136
1970-05-13,5.478766,5.478766,5.328526,5.328526,1.113876,360672
1970-05-14,5.328526,5.328526,5.188301,5.258413,1.099220,651456
1970-05-15,5.258413,5.358574,5.178285,5.338542,1.115971,606528
1970-05-18,5.368590,5.468750,5.368590,5.398638,1.128532,594048
1970-05-19,5.398638,5.408654,5.368590,5.368590,1.122251,202176
1970-05-20,5.368590,5.378606,5.128205,5.148237,1.076190,391872
1970-05-21,5.148237,5.168269,5.008013,5.088141,1.063626,509184
1970-05-22,5.088141,5.218349,5.008013,5.108173,1.067814,378144
1970-05-25,5.048077,5.048077,4.937901,4.947917,1.034314,677664
1970-05-26,4.947917,4.967949,4.847756,4.847756,1.013376,527904
1970-05-27,4.847756,5.078125,4.827724,5.038061,1.053157,685152
1970-05-28,5.058093,5.198317,5.058093,5.118189,1.069907,544128
1970-05-29,5.118189,5.348558,5.048077,5.318510,1.111783,751296
1970-06-01,5.318510,5.418670,5.318510,5.388622,1.126438,559104
1970-06-02,5.388622,5.408654,5.308494,5.368590,1.122251,789984
1970-06-03,5.368590,5.478766,5.348558,5.458734,1.141096,685152
1970-06-04,5.458734,5.488782,5.418670,5.418670,1.132720,403104
1970-06-05,5.418670,5.418670,5.338542,5.338542,1.115971,461760
1970-06-08,5.338542,5.428686,5.328526,5.398638,1.128532,411840
1970-06-09,5.398638,5.418670,5.388622,5.388622,1.126438,371904
1970-06-10,5.388622,5.388622,5.328526,5.328526,1.113876,331968
1970-06-11,5.318510,5.318510,5.238381,5.298478,1.118528,263328
1970-06-12,5.278446,5.278446,5.208333,5.278446,1.114300,328224
1970-06-15,5.278446,5.348558,5.268429,5.278446,1.114300,184704
1970-06-16,5.278446,5.418670,5.268429,5.408654,1.141786,380640
1970-06-17,5.408654,5.508814,5.388622,5.398638,1.139672,410592
1970-06-18,5.398638,5.518830,5.378606,5.488782,1.158701,341952
1970-06-19,5.548878,5.689103,5.548878,5.588942,1.179846,934752
1970-06-22,5.588942,5.659054,5.538862,5.639022,1.190417,409344
1970-06-23,5.639022,5.639022,5.538862,5.538862,1.169275,711360
1970-06-24,5.538862,5.578926,5.448718,5.518830,1.165045,584064
1970-06-25,5.518830,5.568910,5.498798,5.498798,1.160816,239616
1970-06-26,5.488782,5.488782,5.388622,5.398638,1.139672,426816
1970-06-29,5.398638,5.418670,5.368590,5.398638,1.139672,193440
1970-06-30,5.398638,5.468750,5.368590,5.408654,1.141786,279552
1970-07-01,5.408654,5.438702,5.388622,5.428686,1.146015,275808
1970-07-02,5.438702,5.548878,5.438702,5.488782,1.158701,421824
1970-07-06,5.488782,5.558894,5.388622,5.388622,1.137558,328224
1970-07-07,5.388622,5.438702,5.348558,5.388622,1.137558,273312
1970-07-08,5.388622,5.448718,5.368590,5.438702,1.148130,283296
1970-07-09,5.438702,5.478766,5.368590,5.448718,1.150244,399360
1970-07-10,5.568910,5.739183,5.568910,5.739183,1.211562,602784
1970-07-13,5.739183,5.799279,5.729167,5.779247,1.220020,299520
1970-07-14,5.779247,5.779247,5.709135,5.769231,1.217906,307008
1970-07-15,5.769231,5.819311,5.729167,5.789263,1.222134,421824
1970-07-16,5.849359,6.029647,5.849359,6.009615,1.268652,520416
1970-07-17,6.029647,6.139824,6.029647,6.139824,1.296139,557856
1970-07-20,6.139824,6.139824,6.049679,6.079728,1.283452,411840
1970-07-21,6.039663,6.039663,5.919471,5.939503,1.253851,552864
1970-07-22,5.949519,6.039663,5.949519,5.979567,1.262308,298272
1970-07-23,5.979567,6.089744,5.979567,6.089744,1.285567,1139424
1970-07-24,6.089744,6.139824,5.999599,6.139824,1.296139,500448
1970-07-27,6.129808,6.129808,6.039663,6.059696,1.279224,189696
1970-07-28,6.059696,6.119792,6.009615,6.109776,1.289796,341952
1970-07-29,6.119792,6.189904,6.119792,6.179888,1.304596,524160
1970-07-30,6.179888,6.229968,6.159856,6.179888,1.304596,349440
1970-07-31,6.179888,6.250000,6.139824,6.159856,1.300368,607776
1970-08-03,6.109776,6.109776,5.989583,6.009615,1.268652,275808
1970-08-04,6.009615,6.089744,5.939503,6.049679,1.277109,310752
1970-08-05,6.059696,6.139824,6.059696,6.089744,1.285567,277056
1970-08-06,6.079728,6.079728,6.039663,6.039663,1.274995,244608
1970-08-07,6.039663,6.109776,5.979567,6.049679,1.277109,389376
1970-08-10,6.049679,6.059696,5.969551,5.999599,1.266537,200928
1970-08-11,5.999599,5.999599,5.939503,5.959535,1.258079,308256
1970-08-12,5.959535,5.999599,5.929487,5.979567,1.262308,272064
1970-08-13,5.949519,5.949519,5.889423,5.889423,1.243279,250848
1970-08-14,5.889423,5.919471,5.879407,5.909455,1.247507,258336
1970-08-17,5.909455,5.929487,5.889423,5.929487,1.251736,198432
1970-08-18,5.929487,5.969551,5.909455,5.959535,1.258079,999648
1970-08-19,5.989583,6.089744,5.989583,6.029647,1.272881,537888
1970-08-20,6.029647,6.119792,6.009615,6.109776,1.289796,364416
1970-08-21,6.179888,6.330128,6.179888,6.330128,1.336313,507936
1970-08-24,6.330128,6.410256,6.330128,6.370192,1.344771,559104
1970-08-25,6.370192,6.400240,6.280048,6.320112,1.334198,638976
1970-08-26,6.320112,6.360176,6.290064,6.300080,1.329970,701376
1970-08-27,6.300080,6.370192,6.290064,6.300080,1.329970,351936
1970-08-28,6.300080,6.410256,6.290064,6.330128,1.336313,537888
1970-08-31,6.330128,6.350160,6.290064,6.290064,1.327855,305760
1970-09-01,6.290064,6.300080,6.209936,6.260016,1.321512,408096
1970-09-02,6.260016,6.260016,6.139824,6.239984,1.317283,369408
1970-09-03,6.270032,6.360176,6.270032,6.310096,1.332084,237120
1970-09-04,6.310096,6.320112,6.260016,6.300080,1.329970,335712
1970-09-08,6.300080,6.390224,6.239984,6.390224,1.349000,341952
1970-09-09,6.390224,6.470353,6.370192,6.400240,1.351113,690144
1970-09-10,6.400240,6.420272,6.380208,6.410256,1.353228,228384
1970-09-11,6.410256,6.460337,6.390224,6.430288,1.357457,415584
1970-09-14,6.430288,6.450321,6.380208,6.380208,1.346885,340704
1970-09-15,6.380208,6.380208,6.330128,6.350160,1.340542,292032
1970-09-16,6.350160,6.420272,6.310096,6.410256,1.353228,404352
1970-09-17,6.430288,6.560497,6.430288,6.490385,1.370144,520416
1970-09-18,6.490385,6.550481,6.450321,6.480369,1.368029,314496
1970-09-21,6.480369,6.520433,6.430288,6.440304,1.370587,380640
1970-09-22,6.440304,6.530449,6.410256,6.490385,1.381245,298272
1970-09-23,6.490385,6.610577,6.480369,6.530449,1.389771,324480
1970-09-24,6.530449,6.610577,6.530449,6.570513,1.398298,302016
1970-09-25,6.590545,6.700721,6.590545,6.630609,1.411087,334464
1970-09-28,6.630609,6.770833,6.610577,6.730769,1.432402,515424
1970-09-29,6.730769,6.961138,6.670673,6.790865,1.445192,691392
1970-09-30,6.790865,6.850962,6.670673,6.760817,1.438797,524160
1970-10-01,6.760817,6.770833,6.690705,6.750801,1.436665,474240
1970-10-02,6.750801,6.850962,6.750801,6.810897,1.449455,339456
1970-10-05,6.810897,6.941106,6.740785,6.850962,1.457981,480480
1970-10-06,6.850962,6.921074,6.810897,6.810897,1.449455,415584
1970-10-07,6.810897,6.840946,6.740785,6.800881,1.447323,340704
1970-10-08,6.810897,6.931090,6.810897,6.820913,1.451586,661440
1970-10-09,6.810897,6.810897,6.730769,6.760817,1.438797,486720
1970-10-12,6.760817,6.760817,6.680689,6.690705,1.423876,134784
1970-10-13,6.690705,6.690705,6.620593,6.620593,1.408954,341952
1970-10-14,6.630609,6.690705,6.630609,6.670673,1.419613,936000
1970-10-15,6.690705,6.810897,6.690705,6.770833,1.440927,416832
1970-10-16,6.760817,6.760817,6.630609,6.670673,1.419613,277056
1970-10-19,6.670673,6.670673,6.610577,6.650641,1.415349,333216
1970-10-20,6.650641,6.740785,6.640625,6.720753,1.430271,314496
1970-10-21,6.770833,6.881010,6.770833,6.810897,1.449455,535392
1970-10-22,6.810897,6.860978,6.800881,6.820913,1.451586,294528
1970-10-23,6.820913,6.941106,6.820913,6.891026,1.466507,424320
1970-10-26,6.891026,7.001202,6.870994,6.901042,1.468639,494208
1970-10-27,6.891026,6.891026,6.840946,6.840946,1.455849,233376
1970-10-28,6.840946,6.921074,6.840946,6.921074,1.472900,468000
1970-10-29,6.921074,6.921074,6.860978,6.881010,1.464375,334464
1970-10-30,6.891026,6.931090,6.891026,6.891026,1.466507,350688
1970-11-02,6.891026,6.931090,6.850962,6.860978,1.460113,405600
1970-11-03,6.860978,7.011218,6.850962,6.971154,1.483560,411840
1970-11-04,6.971154,7.131410,6.941106,7.041266,1.498480,574080
1970-11-05,7.011218,7.011218,6.941106,6.961138,1.481428,375648
1970-11-06,6.961138,6.991186,6.941106,6.951122,1.479296,314496
1970-11-09,6.951122,7.041266,6.951122,6.971154,1.483560,539136
1970-11-10,6.971154,7.001202,6.951122,6.981170,1.485691,459264
1970-11-11,6.981170,7.021234,6.951122,6.961138,1.481428,324480
1970-11-12,6.961138,6.961138,6.850962,6.860978,1.460113,379392
1970-11-13,6.850962,6.850962,6.760817,6.810897,1.449455,658944
1970-11-16,6.810897,6.860978,6.780849,6.790865,1.445192,438048
1970-11-17,6.810897,6.870994,6.810897,6.810897,1.449455,365664
1970-11-18,6.810897,6.860978,6.810897,6.820913,1.451586,809952
1970-11-19,6.820913,6.901042,6.820913,6.870994,1.462243,324480
1970-11-20,6.870994,6.911058,6.860978,6.911058,1.470770,345696
1970-11-23,6.911058,7.001202,6.891026,6.921074,1.472900,626496
1970-11-24,6.921074,6.971154,6.911058,6.971154,1.483560,316992
1970-11-25,6.971154,7.031250,6.971154,7.001202,1.489953,572832
1970-11-27,7.001202,7.051282,7.001202,7.011218,1.492084,313248
1970-11-30,7.011218,7.081330,7.001202,7.081330,1.507006,409344
1970-12-01,7.081330,7.121394,6.971154,7.011218,1.492084,574080
1970-12-02,7.011218,7.121394,6.971154,7.101362,1.511269,957216
1970-12-03,7.101362,7.101362,6.991186,7.031250,1.496349,627744
1970-12-04,7.031250,7.071314,7.001202,7.011218,1.492084,328224
1970-12-07,7.011218,7.031250,6.991186,7.031250,1.507547,607776
1970-12-08,7.031250,7.041266,6.991186,7.001202,1.501104,403104
1970-12-09,7.001202,7.091346,6.961138,7.091346,1.520432,777504
1970-12-10,7.131410,7.211538,7.131410,7.201522,1.544055,610272
1970-12-11,7.231571,7.311699,7.231571,7.291667,1.563383,574080
1970-12-14,7.291667,7.391827,7.261619,7.281651,1.561235,525408
1970-12-15,7.281651,7.291667,7.191506,7.261619,1.556940,348192
1970-12-16,7.261619,7.271635,7.201522,7.271635,1.559087,234624
1970-12-17,7.271635,7.321715,7.251603,7.311699,1.567677,310752
1970-12-18,7.311699,7.401843,7.281651,7.351763,1.576267,587808
1970-12-21,7.351763,7.361779,7.161458,7.201522,1.544055,321984
1970-12-22,7.201522,7.331731,7.141426,7.291667,1.563383,807456
1970-12-23,7.291667,7.371795,7.271635,7.341747,1.574119,789984
1970-12-24,7.341747,7.341747,7.251603,7.271635,1.559087,300768
1970-12-28,7.271635,7.271635,7.151442,7.211538,1.546201,423072
1970-12-29,7.241587,7.371795,7.241587,7.361779,1.578415,596544
1970-12-30,7.361779,7.431891,7.341747,7.401843,1.587005,650208
1970-12-31,7.471955,7.572115,7.471955,7.522035,1.612774,287040
1971-01-04,7.522035,7.572115,7.471955,7.522035,1.612774,338208
1971-01-05,7.522035,7.562099,7.471955,7.562099,1.621365,182208
1971-01-06,7.562099,7.572115,7.461939,7.491987,1.606333,326976
1971-01-07,7.491987,7.522035,7.451923,7.522035,1.612774,302016
1971-01-08,7.512019,7.512019,7.471955,7.502003,1.608480,235872
1971-01-11,7.502003,7.522035,7.471955,7.512019,1.610628,435552
1971-01-12,7.512019,7.542067,7.502003,7.522035,1.612774,309504
1971-01-13,7.522035,7.542067,7.491987,7.502003,1.608480,385632
1971-01-14,7.502003,7.612179,7.481971,7.572115,1.623512,421824
1971-01-15,7.572115,7.652244,7.562099,7.632212,1.636398,529152
1971-01-18,7.632212,7.642228,7.612179,7.632212,1.636398,368160
1971-01-19,7.632212,7.682292,7.632212,7.682292,1.647136,252096
1971-01-20,7.682292,7.732372,7.682292,7.722356,1.655726,285792
1971-01-21,7.722356,8.042869,7.702324,8.022837,1.720151,1087008
1971-01-22,8.293269,8.373397,8.293269,8.313301,1.782427,1059552
1971-01-25,8.313301,8.523638,8.193109,8.453526,1.812493,1688544
1971-01-26,8.403446,8.403446,8.293269,8.293269,1.778132,656448
1971-01-27,8.062901,8.062901,7.942708,8.022837,1.720151,1394016
1971-01-28,8.022837,8.032853,7.912660,8.002804,1.715855,606528
1971-01-29,7.972756,7.972756,7.882612,7.952724,1.705118,601536
1971-02-01,7.952724,8.413462,7.942708,8.393429,1.799607,1309152
1971-02-02,8.353365,8.353365,8.173077,8.223157,1.763100,1033344
1971-02-03,8.223157,8.333333,8.223157,8.253205,1.769543,928512
1971-02-04,8.253205,8.333333,8.203125,8.293269,1.778132,638976
1971-02-05,8.293269,8.393429,8.233173,8.293269,1.778132,770016
1971-02-08,8.293269,8.483574,8.213141,8.433494,1.808197,908544
1971-02-09,8.433494,8.463542,8.333333,8.333333,1.786722,567840
1971-02-10,8.333333,8.413462,8.283253,8.393429,1.799607,630240
1971-02-11,8.393429,8.433494,8.373397,8.373397,1.795312,648960
1971-02-12,8.373397,8.563702,8.373397,8.543670,1.831820,849888
1971-02-16,8.533654,8.533654,8.433494,8.473558,1.816788,589056
1971-02-17,8.423478,8.423478,8.333333,8.333333,1.786722,500448
1971-02-18,8.333333,8.403446,8.313301,8.353365,1.791018,560352
1971-02-19,8.353365,8.363381,8.283253,8.293269,1.778132,415584
1971-02-22,8.283253,8.283253,8.213141,8.253205,1.769543,499200
1971-02-23,8.253205,8.373397,8.243189,8.303285,1.780280,515424
1971-02-24,8.343349,8.493590,8.343349,8.443510,1.810345,728832
1971-02-25,8.473558,8.693910,8.473558,8.663862,1.857590,983424
1971-02-26,8.663862,8.673878,8.553686,8.663862,1.857590,535392
1971-03-01,8.653846,8.653846,8.573718,8.623798,1.849002,398112
1971-03-02,8.623798,8.723958,8.593750,8.663862,1.857590,449280
1971-03-03,8.663862,8.713942,8.613782,8.683894,1.873146,459264
1971-03-04,8.683894,8.794071,8.663862,8.764022,1.890430,449280
1971-03-05,8.814103,8.954327,8.814103,8.844151,1.907715,902304
1971-03-08,8.844151,8.854167,8.754006,8.834135,1.905555,371904
1971-03-09,8.834135,8.864183,8.653846,8.653846,1.866665,350688
1971-03-10,8.673878,8.733974,8.673878,8.703926,1.877467,265824
1971-03-11,8.703926,8.764022,8.633814,8.633814,1.862344,481728
1971-03-12,8.643830,8.703926,8.643830,8.703926,1.877467,646464
1971-03-15,8.703926,8.974359,8.673878,8.894231,1.918517,678912
1971-03-16,8.894231,9.014423,8.844151,8.854167,1.909874,495456
1971-03-17,8.854167,8.884215,8.794071,8.854167,1.909874,363168
1971-03-18,8.854167,8.914263,8.814103,8.844151,1.907715,257088
1971-03-19,8.844151,8.924279,8.844151,8.874199,1.914195,482976
1971-03-22,8.874199,8.884215,8.784054,8.844151,1.907715,250848
1971-03-23,8.844151,8.904247,8.804087,8.904247,1.920678,1437696
1971-03-24,8.904247,8.914263,8.834135,8.864183,1.912034,396864
1971-03-25,8.864183,8.904247,8.764022,8.904247,1.920678,546624
1971-03-26,8.944311,9.014423,8.944311,8.954327,1.931479,472992
1971-03-29,8.954327,9.054487,8.914263,8.974359,1.935800,624000
1971-03-30,8.974359,8.974359,8.924279,8.954327,1.931479,358176
1971-03-31,8.974359,9.044471,8.974359,8.974359,1.935800,338208
1971-04-01,8.974359,9.024439,8.954327,8.994391,1.940122,312000
1971-04-02,8.994391,9.054487,8.934295,8.944311,1.929318,517920
1971-04-05,8.944311,9.024439,8.904247,9.014423,1.944442,396864
1971-04-06,9.014423,9.334936,8.984375,9.304888,2.007097,1019616
1971-04-07,9.304888,9.375000,9.244792,9.375000,2.022220,536640
1971-04-08,9.375000,9.395032,9.274840,9.354968,2.017898,1178112
1971-04-12,9.435096,9.485176,9.435096,9.485176,2.045987,602784
1971-04-13,9.485176,9.535256,9.465144,9.495192,2.048145,279552
1971-04-14,9.495192,9.615385,9.435096,9.615385,2.074073,524160
1971-04-15,9.615385,9.685497,9.535256,9.555288,2.061110,683904
1971-04-16,9.555288,9.595353,9.505208,9.575321,2.065430,469248
1971-04-19,9.575321,9.615385,9.545272,9.575321,2.065430,438048
1971-04-20,9.555288,9.555288,9.495192,9.505208,2.050305,315744
1971-04-21,9.505208,9.665465,9.505208,9.645433,2.080554,675168
1971-04-22,9.645433,9.665465,9.535256,9.645433,2.080554,896064
1971-04-23,9.645433,9.935897,9.615385,9.875801,2.130244,797472
1971-04-26,9.875801,9.885817,9.705529,9.705529,2.093516,479232
1971-04-27,9.705529,9.835737,9.595353,9.815705,2.117281,500448
1971-04-28,9.815705,9.945913,9.775641,9.935897,2.143208,586560
1971-04-29,9.935897,9.965946,9.885817,9.915865,2.138886,436800
1971-04-30,9.915865,9.925881,9.755609,9.845753,2.123763,339456
1971-05-03,9.835737,9.835737,9.675481,9.765625,2.106480,359424
1971-05-04,9.765625,9.765625,9.715545,9.735577,2.099998,355680
1971-05-05,9.735577,9.765625,9.665465,9.745593,2.102158,369408
1971-05-06,9.735577,9.735577,9.655449,9.655449,2.082713,395616
1971-05-07,9.655449,9.715545,9.645433,9.685497,2.089196,648960
1971-05-10,9.685497,9.685497,9.575321,9.675481,2.087035,429312
1971-05-11,9.675481,9.735577,9.625401,9.705529,2.093516,465504
1971-05-12,9.705529,9.735577,9.635417,9.635417,2.078394,248352
1971-05-13,9.665465,9.765625,9.665465,9.755609,2.104317,302016
1971-05-14,9.745593,9.745593,9.655449,9.675481,2.087035,444288
1971-05-17,9.655449,9.655449,9.344952,9.354968,2.017898,648960
1971-05-18,9.354968,9.535256,9.214744,9.395032,2.026541,826176
1971-05-19,9.415064,9.605369,9.415064,9.605369,2.071911,245856
1971-05-20,9.695513,9.955929,9.695513,9.745593,2.102158,798720
1971-05-21,9.735577,9.735577,9.665465,9.725561,2.097837,624000
1971-05-24,9.725561,9.765625,9.705529,9.725561,2.097837,463008
1971-05-25,9.725561,9.765625,9.535256,9.655449,2.082713,861120
1971-05-26,9.655449,9.685497,9.545272,9.545272,2.058949,413088
1971-05-27,9.545272,9.595353,9.535256,9.555288,2.061110,144768
1971-05-28,9.555288,9.605369,9.505208,9.605369,2.071911,264576
1971-06-01,9.605369,9.695513,9.535256,9.695513,2.091356,295776
1971-06-02,9.705529,9.765625,9.705529,9.725561,2.097837,665184
1971-06-03,9.725561,9.795673,9.725561,9.785657,2.110800,545376
1971-06-04,9.785657,9.835737,9.785657,9.835737,2.121602,320736
1971-06-07,9.835737,9.925881,9.795673,9.895833,2.134564,329472
1971-06-08,9.835737,9.835737,9.555288,9.555288,2.061110,580320
1971-06-09,9.555288,9.615385,9.254808,9.535256,2.056787,388128
1971-06-10,9.535256,9.755609,9.495192,9.715545,2.095677,306384
1971-06-11,9.715545,9.855769,9.655449,9.835737,2.121602,353808
1971-06-14,9.835737,9.835737,9.695513,9.695513,2.091356,174096
1971-06-15,9.675481,9.675481,9.475160,9.475160,2.043825,299520
1971-06-16,9.475160,9.775641,9.455128,9.655449,2.082713,313872
1971-06-17,9.655449,9.835737,9.595353,9.695513,2.103575,425568
1971-06-18,9.695513,9.715545,9.535256,9.535256,2.068805,329472
1971-06-21,9.535256,9.555288,9.314904,9.314904,2.020998,527904
1971-06-22,9.314904,9.535256,9.314904,9.415064,2.042729,441792
1971-06-23,9.415064,9.615385,9.375000,9.495192,2.060113,447408
1971-06-24,9.495192,9.495192,9.254808,9.375000,2.034035,278304
1971-06-25,9.375000,9.435096,9.314904,9.395032,2.038383,179712
1971-06-28,9.395032,9.415064,9.314904,9.375000,2.034035,228384
1971-06-29,9.415064,9.595353,9.415064,9.535256,2.068805,295152
1971-06-30,9.535256,9.735577,9.495192,9.735577,2.112268,497328
1971-07-01,9.735577,9.855769,9.675481,9.755609,2.116613,439296
1971-07-02,9.755609,9.755609,9.675481,9.715545,2.107924,225264
1971-07-06,9.715545,9.815705,9.675481,9.755609,2.116613,273312
1971-07-07,9.755609,9.875801,9.735577,9.775641,2.120960,338832
1971-07-08,9.775641,9.855769,9.775641,9.855769,2.138345,272688
1971-07-09,9.855769,9.895833,9.795673,9.815705,2.129653,252096
1971-07-12,9.815705,9.855769,9.755609,9.775641,2.120960,387504
1971-07-13,9.755609,9.755609,9.455128,9.595353,2.081845,413088
1971-07-14,9.455128,9.455128,9.294872,9.415064,2.042729,1604304
1971-07-15,9.415064,9.475160,9.314904,9.375000,2.034035,353184
1971-07-16,9.375000,9.395032,8.994391,9.034455,1.960150,710112
1971-07-19,9.034455,9.074519,8.834135,9.034455,1.960150,766896
1971-07-20,9.074519,9.294872,9.074519,9.234776,2.003612,949104
1971-07-21,9.234776,9.294872,9.074519,9.114583,1.977534,685776
1971-07-22,9.034455,9.034455,8.733974,8.733974,1.894957,1507584
1971-07-23,8.733974,8.954327,8.693910,8.914263,1.934073,468624
1971-07-26,8.914263,8.954327,8.733974,8.774038,1.903651,476112
1971-07-27,8.774038,8.794071,8.673878,8.733974,1.894957,328848
1971-07-28,8.733974,8.733974,8.573718,8.613782,1.868879,1082016
